rank,seed,area,water scale,water coverage,elevation type,farthest_tile_dist,hit_border
970,1282202914,1075920.0000,1,1,2.0,1217.1,0
971,1363484371,1075840.0000,1,1,2.0,897.7,0
972,1977714361,1075660.0000,1,1,2.0,962.1,0
973,199879359,1075060.0000,1,1,2.0,1244.4,0
974,4256910904,1074590.0000,1,1,2.0,1109.1,0
975,3638495969,1074220.0000,1,1,2.0,1040.6,0
976,1484940010,1073620.0000,1,1,2.0,1203.2,0
977,3106183190,1071820.0000,1,1,2.0,925.7,0
978,3099435340,1070800.0000,1,1,2.0,1132.7,0
979,1848749600,1070560.0000,1,1,2.0,961.6,0
980,2667104433,1070210.0000,1,1,2.0,932.0,0
981,3922980876,1069470.0000,1,1,2.0,938.4,0
982,882852815,1068690.0000,1,1,2.0,1396.0,0
983,3745468259,1068540.0000,1,1,2.0,1167.6,0
984,3623798522,1068510.0000,1,1,2.0,965.2,0
985,2286088084,1067420.0000,1,1,2.0,1010.1,0
986,4039307674,1067340.0000,1,1,2.0,1075.7,0
987,4254335368,1066480.0000,1,1,2.0,1101.9,0
988,3364650099,1066480.0000,1,1,2.0,941.1,0
989,456710552,1066370.0000,1,1,2.0,977.1,0
990,3231063241,1064700.0000,1,1,2.0,1126.3,0
991,1663929546,1064210.0000,1,1,2.0,941.6,0
992,1783241893,1063900.0000,1,1,2.0,1155.8,0
993,3462500375,1063440.0000,1,1,2.0,876.4,0
994,2714314012,1062400.0000,1,1,2.0,899.0,0
995,2125430229,1062050.0000,1,1,2.0,889.1,0
996,2189700544,1061950.0000,1,1,2.0,1082.9,0
997,2676281963,1061360.0000,1,1,2.0,1009.0,0
998,1961495894,1061330.0000,1,1,2.0,991.2,0
999,3102951226,1061230.0000,1,1,2.0,860.2,0
1000,749870469,1061060.0000,1,1,2.0,1080.9,0
1001,980496700,1060430.0000,1,1,2.0,919.6,0
1002,1279814059,1059730.0000,1,1,2.0,1054.4,0
1003,2171640194,1058510.0000,1,1,2.0,1011.7,0
1004,4245956470,1058220.0000,1,1,2.0,878.0,0
1005,2599361122,1057820.0000,1,1,2.0,992.7,0
1006,1156644194,1057600.0000,1,1,2.0,1452.3,0
1007,254309424,1057180.0000,1,1,2.0,1366.6,0
1008,176605258,1056530.0000,1,1,2.0,948.8,0
1009,641248232,1056480.0000,1,1,2.0,896.8,0
1010,473732801,1056060.0000,1,1,2.0,855.9,0
1011,253600308,1055740.0000,1,1,2.0,1300.0,0
1012,3970361931,1054800.0000,1,1,2.0,989.3,0
1013,1843690503,1054270.0000,1,1,2.0,1017.9,0
1014,1579701717,1054060.0000,1,1,2.0,864.8,0
1015,2756037291,1053380.0000,1,1,2.0,1364.5,0
1016,590723992,1052380.0000,1,1,2.0,1197.6,0
1017,2714393192,1052060.0000,1,1,2.0,936.3,0
1018,1268577326,1051260.0000,1,1,2.0,1262.5,0
1019,3118804643,1051120.0000,1,1,2.0,1082.5,0
1020,501009166,1050530.0000,1,1,2.0,1216.7,0
1021,709231587,1050300.0000,1,1,2.0,1125.6,0
1022,1923484483,1049070.0000,1,1,2.0,1041.1,0
1023,351927785,1049040.0000,1,1,2.0,881.9,0
1024,3207428318,1048830.0000,1,1,2.0,1180.4,0
1025,3688460623,1048770.0000,1,1,2.0,916.2,0
1026,2702549029,1047710.0000,1,1,2.0,1180.5,0
1027,1195931168,1047580.0000,1,1,2.0,1076.7,0
1028,60179231,1046430.0000,1,1,2.0,836.6,0
1029,921739618,1045650.0000,1,1,2.0,1059.2,0
1030,2618042406,1044910.0000,1,1,2.0,1229.3,0
1031,4216235566,1044050.0000,1,1,2.0,1225.9,0
1032,235018318,1042990.0000,1,1,2.0,1033.5,0
1033,3472713365,1042770.0000,1,1,2.0,1085.9,0
1034,2427386485,1042510.0000,1,1,2.0,1521.5,0
1035,3694719332,1042480.0000,1,1,2.0,1098.6,0
1036,635989314,1042300.0000,1,1,2.0,1256.6,0
1037,1534111657,1041740.0000,1,1,2.0,933.8,0
1038,1258810017,1041580.0000,1,1,2.0,945.5,0
1039,648895048,1040990.0000,1,1,2.0,923.9,0
1040,1057273009,1039360.0000,1,1,2.0,959.0,0
1041,3037774687,1039200.0000,1,1,2.0,1181.7,0
1042,797557807,1039020.0000,1,1,2.0,888.7,0
1043,1884566802,1038400.0000,1,1,2.0,925.2,0
1044,4033978792,1038370.0000,1,1,2.0,1035.7,0
1045,1334398172,1037220.0000,1,1,2.0,1064.2,0
1046,1128393950,1036540.0000,1,1,2.0,980.3,0
1047,1047780409,1036480.0000,1,1,2.0,953.3,0
1048,194860268,1035230.0000,1,1,2.0,1042.3,0
1049,3208009178,1035100.0000,1,1,2.0,1055.0,0
1050,3909288529,1034180.0000,1,1,2.0,1048.3,0
1051,1707291211,1034000.0000,1,1,2.0,984.9,0
1052,1928679523,1033710.0000,1,1,2.0,1296.3,0
1053,2889458270,1033580.0000,1,1,2.0,1017.1,0
1054,918319080,1033330.0000,1,1,2.0,1088.9,0
1055,987797670,1033280.0000,1,1,2.0,1200.3,0
1056,851883434,1032820.0000,1,1,2.0,798.6,0
1057,456207858,1032000.0000,1,1,2.0,1081.6,0
1058,1609981971,1031740.0000,1,1,2.0,1008.2,0
1059,1632609848,1031660.0000,1,1,2.0,1215.1,0
1060,800514334,1031470.0000,1,1,2.0,1345.4,0
1061,1682356148,1030510.0000,1,1,2.0,1352.4,0
1062,3142957557,1029970.0000,1,1,2.0,1286.5,0
1063,1048122428,1029580.0000,1,1,2.0,1130.4,0
1064,2046701747,1029540.0000,1,1,2.0,1199.7,0
1065,2773010268,1029540.0000,1,1,2.0,1020.0,0
1066,3622362010,1029460.0000,1,1,2.0,1048.5,0
1067,44338986,1029250.0000,1,1,2.0,1022.6,0
1068,831898451,1029120.0000,1,1,2.0,948.6,0
1069,2125904730,1029060.0000,1,1,2.0,879.1,0
1070,3517149835,1028980.0000,1,1,2.0,1270.6,0
1071,3328809924,1028610.0000,1,1,2.0,1111.0,0
1072,2507765836,1028080.0000,1,1,2.0,926.1,0
1073,484408412,1027380.0000,1,1,2.0,907.3,0
1074,1471369398,1026140.0000,1,1,2.0,1039.4,0
1075,3586795511,1025890.0000,1,1,2.0,820.9,0
1076,780975949,1025820.0000,1,1,2.0,1105.3,0
1077,3951970794,1025230.0000,1,1,2.0,980.2,0
1078,48695842,1024960.0000,1,1,2.0,1040.0,0
1079,4263386361,1024850.0000,1,1,2.0,1209.9,0
1080,563904887,1024560.0000,1,1,2.0,912.1,0
1081,2979576359,1024420.0000,1,1,2.0,1042.9,0
1082,313224583,1024210.0000,1,1,2.0,1217.6,0
1083,3772729074,1023780.0000,1,1,2.0,945.1,0
1084,1639989365,1023760.0000,1,1,2.0,950.8,0
1085,3516908534,1023500.0000,1,1,2.0,1139.8,0
1086,1170870190,1022830.0000,1,1,2.0,955.4,0
1087,1511051792,1022450.0000,1,1,2.0,856.9,0
1088,1241089215,1022210.0000,1,1,2.0,898.2,0
1089,3991760032,1022060.0000,1,1,2.0,1168.0,0
1090,3285221558,1021680.0000,1,1,2.0,1032.3,0
1091,1528706794,1021440.0000,1,1,2.0,1014.6,0
1092,1087543261,1021340.0000,1,1,2.0,1025.3,0
1093,2903847537,1021150.0000,1,1,2.0,828.6,0
1094,3811573717,1020640.0000,1,1,2.0,1137.2,0
1095,2296271727,1020590.0000,1,1,2.0,992.0,0
1096,17534465,1020460.0000,1,1,2.0,977.2,0
1097,1635450095,1020180.0000,1,1,2.0,1268.3,0
1098,1331222071,1020140.0000,1,1,2.0,1037.3,0
1099,1696635762,1020130.0000,1,1,2.0,934.8,0
1100,4025102405,1020060.0000,1,1,2.0,1107.8,0
1101,2915341593,1019840.0000,1,1,2.0,849.4,0
1102,8886508,1019060.0000,1,1,2.0,1069.8,0
1103,2457662571,1018160.0000,1,1,2.0,1073.6,0
1104,1643704033,1017250.0000,1,1,2.0,915.9,0
1105,2127905534,1017140.0000,1,1,2.0,1086.4,0
1106,2657950727,1017120.0000,1,1,2.0,1024.9,0
1107,1495797464,1015490.0000,1,1,2.0,1374.3,0
1108,855372736,1015250.0000,1,1,2.0,892.0,0
1109,499394425,1015170.0000,1,1,2.0,1118.3,0
1110,2209797522,1015090.0000,1,1,2.0,829.7,0
1111,2547713134,1015010.0000,1,1,2.0,863.1,0
1112,1586829358,1014860.0000,1,1,2.0,914.4,0
1113,1287709613,1014530.0000,1,1,2.0,901.1,0
1114,1992269615,1014340.0000,1,1,2.0,1075.4,0
1115,3085543486,1013790.0000,1,1,2.0,859.6,0
1116,1655868155,1013780.0000,1,1,2.0,860.9,0
1117,362276286,1013470.0000,1,1,2.0,1103.0,0
1118,2173911620,1013440.0000,1,1,2.0,1119.5,0
1119,2421841964,1013230.0000,1,1,2.0,1468.6,0
1120,775393191,1013040.0000,1,1,2.0,1101.9,0
1121,2659549629,1012850.0000,1,1,2.0,907.3,0
1122,4173874760,1012460.0000,1,1,2.0,1269.6,0
1123,1173088033,1012400.0000,1,1,2.0,1061.3,0
1124,2586340849,1012350.0000,1,1,2.0,1102.1,0
1125,4248047647,1011950.0000,1,1,2.0,989.4,0
1126,3943473991,1011650.0000,1,1,2.0,1055.5,0
1127,2559212226,1011460.0000,1,1,2.0,929.8,0
1128,3806374570,1011150.0000,1,1,2.0,947.1,0
1129,1171806310,1010700.0000,1,1,2.0,1067.0,0
1130,1662734077,1010660.0000,1,1,2.0,892.0,0
1131,1101379314,1010240.0000,1,1,2.0,921.4,0
1132,1535417475,1009620.0000,1,1,2.0,1121.7,0
1133,3368051064,1009060.0000,1,1,2.0,1099.9,0
1134,1620001507,1008940.0000,1,1,2.0,1121.3,0
1135,1556226141,1008020.0000,1,1,2.0,996.6,0
1136,2076735107,1007540.0000,1,1,2.0,1044.1,0
1137,2558068601,1007470.0000,1,1,2.0,1058.4,0
1138,877635018,1006610.0000,1,1,2.0,820.9,0
1139,2628235427,1006370.0000,1,1,2.0,949.3,0
1140,3325921099,1005980.0000,1,1,2.0,969.0,0
1141,3089927964,1005740.0000,1,1,2.0,1175.3,0
1142,732694177,1005680.0000,1,1,2.0,838.4,0
1143,3227963736,1004770.0000,1,1,2.0,1028.0,0
1144,998138320,1004670.0000,1,1,2.0,1034.0,0
1145,2859741598,1004560.0000,1,1,2.0,969.0,0
1146,2577905975,1004270.0000,1,1,2.0,1214.9,0
1147,2737769896,1003220.0000,1,1,2.0,1126.5,0
1148,1885989193,1002800.0000,1,1,2.0,919.6,0
1149,3714673522,1002670.0000,1,1,2.0,837.6,0
1150,4072427951,1001840.0000,1,1,2.0,809.6,0
1151,3349973835,1001780.0000,1,1,2.0,1158.4,0
1152,572538748,1001520.0000,1,1,2.0,909.9,0
1153,4247039545,1000660.0000,1,1,2.0,824.4,0
1154,3046177019,1000420.0000,1,1,2.0,973.1,0
1155,2405279001,999664.0000,1,1,2.0,1064.4,0
1156,1697632346,999424.0000,1,1,2.0,962.6,0
1157,1370307974,999376.0000,1,1,2.0,892.2,0
1158,1671049100,999360.0000,1,1,2.0,1128.3,0
1159,4275225878,999088.0000,1,1,2.0,1005.1,0
1160,1596666219,999040.0000,1,1,2.0,1028.9,0
1161,2488835245,999024.0000,1,1,2.0,908.8,0
1162,4258150191,998656.0000,1,1,2.0,871.5,0
1163,3627457034,998160.0000,1,1,2.0,897.0,0
1164,2978997522,997504.0000,1,1,2.0,1555.6,0
1165,1938842805,997264.0000,1,1,2.0,1148.1,0
1166,2835235856,996512.0000,1,1,2.0,784.1,0
1167,4175685233,996384.0000,1,1,2.0,965.5,0
1168,1087597331,996224.0000,1,1,2.0,918.1,0
1169,2550685392,996176.0000,1,1,2.0,1167.0,0
1170,1420070538,995504.0000,1,1,2.0,1146.1,0
1171,615371859,995056.0000,1,1,2.0,879.7,0
1172,1801292360,994992.0000,1,1,2.0,951.7,0
1173,54511100,994848.0000,1,1,2.0,1282.3,0
1174,3966962636,994512.0000,1,1,2.0,934.6,0
1175,3993333605,994384.0000,1,1,2.0,950.4,0
1176,217430158,994368.0000,1,1,2.0,937.4,0
1177,2706142249,993344.0000,1,1,2.0,940.1,0
1178,1152599794,991840.0000,1,1,2.0,1197.5,0
1179,1125941389,991632.0000,1,1,2.0,989.7,0
1180,1353742612,990832.0000,1,1,2.0,1109.0,0
1181,1157537386,990480.0000,1,1,2.0,1190.8,0
1182,3423056104,990448.0000,1,1,2.0,1103.1,0
1183,658451866,990320.0000,1,1,2.0,912.9,0
1184,3359041091,989856.0000,1,1,2.0,1096.6,0
1185,1870229005,989632.0000,1,1,2.0,952.3,0
1186,3312353598,989472.0000,1,1,2.0,864.8,0
1187,2170355159,989392.0000,1,1,2.0,1061.3,0
1188,833291197,988480.0000,1,1,2.0,838.3,0
1189,1590568526,987808.0000,1,1,2.0,865.3,0
1190,2999680514,987792.0000,1,1,2.0,1050.2,0
1191,919423934,987488.0000,1,1,2.0,1139.4,0
1192,3158919859,987488.0000,1,1,2.0,973.9,0
1193,1771967066,986800.0000,1,1,2.0,1193.5,0
1194,979782300,986528.0000,1,1,2.0,1037.7,0
1195,1389331339,986240.0000,1,1,2.0,1253.7,0
1196,3195486853,986000.0000,1,1,2.0,1026.8,0
1197,2821940411,985200.0000,1,1,2.0,946.7,0
1198,2321038488,985168.0000,1,1,2.0,1154.0,0
1199,2313829437,985024.0000,1,1,2.0,1060.5,0
1200,2075916372,984992.0000,1,1,2.0,1151.6,0
1201,302092916,984944.0000,1,1,2.0,860.2,0
1202,3911524523,984816.0000,1,1,2.0,1018.4,0
1203,4212829053,984736.0000,1,1,2.0,898.2,0
1204,1854076280,984688.0000,1,1,2.0,877.7,0
1205,201568230,984480.0000,1,1,2.0,884.7,0
1206,3183365033,984128.0000,1,1,2.0,750.2,0
1207,3108071948,983008.0000,1,1,2.0,922.5,0
1208,1131879772,982720.0000,1,1,2.0,996.4,0
1209,1723411704,982592.0000,1,1,2.0,946.8,0
1210,3885659608,982592.0000,1,1,2.0,1202.7,0
1211,3122352991,982320.0000,1,1,2.0,1034.2,0
1212,2741395858,982208.0000,1,1,2.0,1023.5,0
1213,125024042,982176.0000,1,1,2.0,1120.7,0
1214,4020084026,981376.0000,1,1,2.0,798.3,0
1215,1687950945,981248.0000,1,1,2.0,1094.2,0
1216,2995907323,981152.0000,1,1,2.0,1013.2,0
1217,2714231982,981040.0000,1,1,2.0,1132.7,0
1218,3684436945,981008.0000,1,1,2.0,988.3,0
1219,926421376,980976.0000,1,1,2.0,1041.2,0
1220,1976751049,980160.0000,1,1,2.0,1098.4,0
1221,3944849218,979952.0000,1,1,2.0,1132.9,0
1222,1492841550,979152.0000,1,1,2.0,891.7,0
1223,2325137516,978320.0000,1,1,2.0,1128.9,0
1224,353770896,978192.0000,1,1,2.0,968.0,0
1225,2704179374,978160.0000,1,1,2.0,948.7,0
1226,3766702096,977904.0000,1,1,2.0,922.1,0
1227,1128560082,977824.0000,1,1,2.0,920.4,0
1228,47772917,977632.0000,1,1,2.0,1133.9,0
1229,2374478012,977584.0000,1,1,2.0,1103.8,0
1230,3438941363,977024.0000,1,1,2.0,1094.2,0
1231,2285516706,976880.0000,1,1,2.0,1112.9,0
1232,846851170,976864.0000,1,1,2.0,922.4,0
1233,50112354,976800.0000,1,1,2.0,872.6,0
1234,441543888,976656.0000,1,1,2.0,1039.5,0
1235,4037302430,975504.0000,1,1,2.0,1015.0,0
1236,330878968,975184.0000,1,1,2.0,1230.2,0
1237,2594914470,975168.0000,1,1,2.0,1070.7,0
1238,2186493182,974880.0000,1,1,2.0,824.9,0
1239,274223031,974640.0000,1,1,2.0,968.0,0
1240,1804487856,974592.0000,1,1,2.0,820.8,0
1241,2976104749,974000.0000,1,1,2.0,1140.6,0
1242,3094957764,973952.0000,1,1,2.0,931.5,0
1243,1355040937,973552.0000,1,1,2.0,897.5,0
1244,746529959,973520.0000,1,1,2.0,1069.5,0
1245,1424865985,972624.0000,1,1,2.0,804.6,0
1246,2915021086,972416.0000,1,1,2.0,848.0,0
1247,1258772021,971632.0000,1,1,2.0,956.4,0
1248,957026367,971520.0000,1,1,2.0,768.5,0
1249,3803571297,971040.0000,1,1,2.0,1345.9,0
1250,1215999128,970944.0000,1,1,2.0,879.0,0
1251,3300925226,970496.0000,1,1,2.0,987.6,0
1252,855646597,970160.0000,1,1,2.0,925.0,0
1253,1058116483,969184.0000,1,1,2.0,926.5,0
1254,1130568391,968720.0000,1,1,2.0,1123.4,0
1255,2681684658,968656.0000,1,1,2.0,927.6,0
1256,1265764795,968640.0000,1,1,2.0,1021.9,0
1257,3713452607,967440.0000,1,1,2.0,868.3,0
1258,833608173,967360.0000,1,1,2.0,1140.2,0
1259,2661975023,967168.0000,1,1,2.0,1016.8,0
1260,2904389868,966976.0000,1,1,2.0,1132.5,0
1261,1936286086,966960.0000,1,1,2.0,1047.7,0
1262,2500339779,966960.0000,1,1,2.0,1102.3,0
1263,2541137543,966368.0000,1,1,2.0,964.2,0
1264,1324194202,966336.0000,1,1,2.0,1025.8,0
1265,1294674762,966240.0000,1,1,2.0,903.6,0
1266,680447442,966176.0000,1,1,2.0,940.9,0
1267,1166155618,965776.0000,1,1,2.0,1051.3,0
1268,4016877520,965504.0000,1,1,2.0,1038.4,0
1269,2531988584,965104.0000,1,1,2.0,822.7,0
1270,320630203,964608.0000,1,1,2.0,1201.0,0
1271,1080708828,963936.0000,1,1,2.0,928.6,0
1272,2717304433,963792.0000,1,1,2.0,934.7,0
1273,2245801977,962880.0000,1,1,2.0,904.4,0
1274,581592667,962848.0000,1,1,2.0,1052.6,0
1275,1266433866,962384.0000,1,1,2.0,1109.4,0
1276,2973141918,962176.0000,1,1,2.0,983.5,0
1277,2747010622,961392.0000,1,1,2.0,1149.5,0
1278,2374620842,961152.0000,1,1,2.0,1021.7,0
1279,3059390785,960912.0000,1,1,2.0,935.2,0
1280,3849857826,960368.0000,1,1,2.0,969.0,0
1281,1640929154,959952.0000,1,1,2.0,860.2,0
1282,3621950516,959776.0000,1,1,2.0,872.2,0
1283,1209127390,959600.0000,1,1,2.0,1097.8,0
1284,3390210770,959568.0000,1,1,2.0,1132.8,0
1285,1079949656,959216.0000,1,1,2.0,823.1,0
1286,1073846409,959168.0000,1,1,2.0,859.8,0
1287,362004014,959008.0000,1,1,2.0,774.5,0
1288,2456494032,958880.0000,1,1,2.0,868.3,0
1289,2961531960,958128.0000,1,1,2.0,1068.0,0
1290,3396033905,957552.0000,1,1,2.0,1018.4,0
1291,2353660340,957472.0000,1,1,2.0,977.5,0
1292,3912011371,956992.0000,1,1,2.0,1128.8,0
1293,2142530047,956848.0000,1,1,2.0,975.7,0
1294,1576368991,956832.0000,1,1,2.0,1213.7,0
1295,2226693935,956336.0000,1,1,2.0,858.8,0
1296,2201345088,955808.0000,1,1,2.0,1001.9,0
1297,2215551912,955344.0000,1,1,2.0,1112.0,0
1298,3470606212,955264.0000,1,1,2.0,1054.1,0
1299,771242754,955168.0000,1,1,2.0,918.4,0
1300,3543636617,955072.0000,1,1,2.0,992.8,0
1301,3466875473,954576.0000,1,1,2.0,915.9,0
1302,3010964444,954560.0000,1,1,2.0,1163.8,0
1303,1935113390,954384.0000,1,1,2.0,886.5,0
1304,3721945326,954176.0000,1,1,2.0,948.8,0
1305,715705231,954048.0000,1,1,2.0,951.2,0
1306,3975485732,953808.0000,1,1,2.0,875.3,0
1307,1701265654,953728.0000,1,1,2.0,1237.2,0
1308,1900899899,953616.0000,1,1,2.0,1138.5,0
1309,1221550947,953520.0000,1,1,2.0,1040.6,0
1310,1029714196,953424.0000,1,1,2.0,950.8,0
1311,2357063026,953344.0000,1,1,2.0,1151.5,0
1312,4131777321,953328.0000,1,1,2.0,808.9,0
1313,1445764884,953248.0000,1,1,2.0,912.3,0
1314,2436990861,953104.0000,1,1,2.0,940.0,0
1315,1783739444,952544.0000,1,1,2.0,897.5,0
1316,1555012272,951600.0000,1,1,2.0,1040.7,0
1317,2578312021,950560.0000,1,1,2.0,926.5,0
1318,3809481882,950464.0000,1,1,2.0,1223.1,0
1319,2851052953,950336.0000,1,1,2.0,950.8,0
1320,958645470,950224.0000,1,1,2.0,871.5,0
1321,1580662021,950176.0000,1,1,2.0,878.9,0
1322,3371348503,949808.0000,1,1,2.0,971.6,0
1323,3506571044,949776.0000,1,1,2.0,1090.5,0
1324,737560520,949408.0000,1,1,2.0,1042.4,0
1325,205008418,948880.0000,1,1,2.0,904.0,0
1326,2945105577,948576.0000,1,1,2.0,963.0,0
1327,20271579,948384.0000,1,1,2.0,1000.8,0
1328,3852777065,948304.0000,1,1,2.0,1244.8,0
1329,153552212,947856.0000,1,1,2.0,928.9,0
1330,1243403837,947680.0000,1,1,2.0,1370.3,0
1331,3412116638,947600.0000,1,1,2.0,1035.8,0
1332,1197680531,947568.0000,1,1,2.0,851.7,0
1333,2556953467,947328.0000,1,1,2.0,921.4,0
1334,78091130,947184.0000,1,1,2.0,1015.4,0
1335,1595709164,947056.0000,1,1,2.0,932.5,0
1336,1960260861,947008.0000,1,1,2.0,918.3,0
1337,631287060,946672.0000,1,1,2.0,1103.3,0
1338,1357194379,946432.0000,1,1,2.0,921.7,0
1339,3730950512,946320.0000,1,1,2.0,1010.2,0
1340,2416443189,946304.0000,1,1,2.0,1076.7,0
1341,4226898396,946288.0000,1,1,2.0,883.7,0
1342,1293790416,946032.0000,1,1,2.0,1058.2,0
1343,2574960906,945568.0000,1,1,2.0,842.1,0
1344,769704576,945328.0000,1,1,2.0,914.8,0
1345,1137194639,944656.0000,1,1,2.0,783.5,0
1346,4123433802,944544.0000,1,1,2.0,876.6,0
1347,3785563455,944304.0000,1,1,2.0,931.4,0
1348,1216788246,944160.0000,1,1,2.0,890.6,0
1349,3802936588,944048.0000,1,1,2.0,885.5,0
1350,2350379014,943808.0000,1,1,2.0,1141.0,0
1351,3153517063,943696.0000,1,1,2.0,909.1,0
1352,3984426139,943328.0000,1,1,2.0,765.9,0
1353,3279374681,943184.0000,1,1,2.0,895.9,0
1354,2150756222,943168.0000,1,1,2.0,826.8,0
1355,4003895213,943024.0000,1,1,2.0,1033.3,0
1356,1568682129,942304.0000,1,1,2.0,1054.4,0
1357,2815372311,942304.0000,1,1,2.0,982.9,0
1358,3746205207,942160.0000,1,1,2.0,1075.3,0
1359,3310391122,942144.0000,1,1,2.0,1195.3,0
1360,3757365187,941456.0000,1,1,2.0,932.8,0
1361,1492341356,941328.0000,1,1,2.0,830.1,0
1362,773745970,940640.0000,1,1,2.0,1103.2,0
1363,1149376168,940192.0000,1,1,2.0,886.1,0
1364,3878212793,939840.0000,1,1,2.0,888.8,0
1365,1919150095,939424.0000,1,1,2.0,919.7,0
1366,2014895680,939168.0000,1,1,2.0,1118.6,0
1367,1331639479,939056.0000,1,1,2.0,1048.2,0
1368,3299312139,938928.0000,1,1,2.0,826.8,0
1369,3889878854,938896.0000,1,1,2.0,883.1,0
1370,1216017597,938720.0000,1,1,2.0,974.5,0
1371,2443848614,938720.0000,1,1,2.0,996.0,0
1372,2443266092,938688.0000,1,1,2.0,857.6,0
1373,962835226,938544.0000,1,1,2.0,879.6,0
1374,1797451717,938544.0000,1,1,2.0,1088.3,0
1375,255666278,938432.0000,1,1,2.0,882.0,0
1376,954065227,938160.0000,1,1,2.0,1112.7,0
1377,3588227281,938112.0000,1,1,2.0,952.8,0
1378,2896648705,937408.0000,1,1,2.0,866.7,0
1379,3954586223,937184.0000,1,1,2.0,1131.3,0
1380,2991349798,936736.0000,1,1,2.0,1027.1,0
1381,772749411,936384.0000,1,1,2.0,1083.5,0
1382,450197348,936160.0000,1,1,2.0,1020.8,0
1383,4206260005,936032.0000,1,1,2.0,889.6,0
1384,305996543,935664.0000,1,1,2.0,941.0,0
1385,1109405232,935360.0000,1,1,2.0,1009.2,0
1386,1161598920,935200.0000,1,1,2.0,1008.7,0
1387,3526039927,935184.0000,1,1,2.0,858.8,0
1388,2054410249,935168.0000,1,1,2.0,874.2,0
1389,4038834479,934992.0000,1,1,2.0,918.8,0
1390,905080124,934688.0000,1,1,2.0,1106.4,0
1391,4258998532,934624.0000,1,1,2.0,1074.7,0
1392,2186314726,934304.0000,1,1,2.0,946.6,0
1393,784355010,933456.0000,1,1,2.0,855.4,0
1394,2746422674,932704.0000,1,1,2.0,948.9,0
1395,3201149397,932608.0000,1,1,2.0,1208.1,0
1396,635396609,932448.0000,1,1,2.0,799.2,0
1397,390745661,932176.0000,1,1,2.0,892.7,0
1398,1979038657,931952.0000,1,1,2.0,908.2,0
1399,1740754959,931760.0000,1,1,2.0,992.5,0
1400,3514479650,931728.0000,1,1,2.0,1080.7,0
1401,217992707,931440.0000,1,1,2.0,834.5,0
1402,4131461837,931392.0000,1,1,2.0,1016.1,0
1403,3997214971,930992.0000,1,1,2.0,970.3,0
1404,2873698045,930320.0000,1,1,2.0,1020.2,0
1405,729758452,930144.0000,1,1,2.0,1122.3,0
1406,3507334079,929696.0000,1,1,2.0,990.6,0
1407,1620416183,929552.0000,1,1,2.0,910.1,0
1408,556299273,929232.0000,1,1,2.0,950.1,0
1409,3641951335,929232.0000,1,1,2.0,830.0,0
1410,3741077318,928624.0000,1,1,2.0,922.6,0
1411,2195458986,927488.0000,1,1,2.0,878.9,0
1412,686997120,926704.0000,1,1,2.0,907.0,0
1413,3886625002,925952.0000,1,1,2.0,872.7,0
1414,1181029352,925808.0000,1,1,2.0,787.0,0
1415,2637893644,925552.0000,1,1,2.0,1109.7,0
1416,1968268981,924976.0000,1,1,2.0,865.5,0
1417,2860280490,924736.0000,1,1,2.0,860.0,0
1418,1982597778,924640.0000,1,1,2.0,984.3,0
1419,2148583155,924560.0000,1,1,2.0,966.7,0
1420,2382647566,924384.0000,1,1,2.0,847.6,0
1421,181145549,924352.0000,1,1,2.0,914.2,0
1422,2181657469,924048.0000,1,1,2.0,820.0,0
1423,1906214047,923936.0000,1,1,2.0,1010.7,0
1424,3521515439,923888.0000,1,1,2.0,959.3,0
1425,823355398,923376.0000,1,1,2.0,843.1,0
1426,3884262546,923248.0000,1,1,2.0,980.3,0
1427,1257032946,922816.0000,1,1,2.0,912.9,0
1428,288718147,922704.0000,1,1,2.0,804.4,0
1429,1052023521,922480.0000,1,1,2.0,959.7,0
1430,1589913531,922464.0000,1,1,2.0,938.8,0
1431,3671969257,922096.0000,1,1,2.0,846.6,0
1432,3487884067,921600.0000,1,1,2.0,1113.4,0
1433,4023030080,921472.0000,1,1,2.0,1551.4,0
1434,4090779693,921312.0000,1,1,2.0,894.6,0
1435,2419570892,921136.0000,1,1,2.0,880.9,0
1436,1718454338,921024.0000,1,1,2.0,839.2,0
1437,2538070827,920960.0000,1,1,2.0,924.4,0
1438,815707889,920736.0000,1,1,2.0,956.7,0
1439,1078776490,920560.0000,1,1,2.0,855.7,0
1440,4053406987,919568.0000,1,1,2.0,1001.1,0
1441,1969372871,918768.0000,1,1,2.0,803.2,0
1442,3488270170,918528.0000,1,1,2.0,749.5,0
1443,3965058425,918304.0000,1,1,2.0,992.7,0
1444,2149484541,918048.0000,1,1,2.0,1017.5,0
1445,2431279683,917984.0000,1,1,2.0,922.3,0
1446,1899836621,917904.0000,1,1,2.0,897.8,0
1447,3864025473,917872.0000,1,1,2.0,803.8,0
1448,1560928718,917376.0000,1,1,2.0,1181.9,0
1449,1603183379,916544.0000,1,1,2.0,1197.8,0
1450,1503227071,916176.0000,1,1,2.0,1451.4,0
1451,2765314988,916080.0000,1,1,2.0,1021.5,0
1452,1181391613,916064.0000,1,1,2.0,1237.6,0
1453,69987263,915952.0000,1,1,2.0,862.7,0
1454,1816215366,915744.0000,1,1,2.0,870.2,0
1455,1413034781,915696.0000,1,1,2.0,967.8,0
1456,1979147958,915696.0000,1,1,2.0,856.5,0
1457,4153842189,915520.0000,1,1,2.0,969.0,0
